#    L    TT             EE             TE             PP             TP          
   215   0.557656E+04   0.736682E+00   0.667286E+01   0.216888E+07   0.214928E+04
   216   0.557939E+04   0.752938E+00   0.817365E+01   0.215790E+07   0.213082E+04
   217   0.558169E+04   0.770585E+00   0.968708E+01   0.214702E+07   0.211252E+04
   218   0.558334E+04   0.789622E+00   0.112134E+02   0.213622E+07   0.209437E+04
   219   0.558439E+04   0.810049E+00   0.127535E+02   0.212550E+07   0.207638E+04
   220   0.558486E+04   0.832014E+00   0.143031E+02   0.211487E+07   0.205855E+04
   221   0.558474E+04   0.855440E+00   0.158642E+02   0.210433E+07   0.204086E+04
   222   0.558402E+04   0.880476E+00   0.174356E+02   0.209387E+07   0.202334E+04
   223   0.558257E+04   0.907047E+00   0.190178E+02   0.208349E+07   0.200596E+04
   224   0.558067E+04   0.935151E+00   0.206073E+02   0.207320E+07   0.198874E+04
   225   0.557811E+04   0.964936E+00   0.222069E+02   0.206298E+07   0.197167E+04
   226   0.557497E+04   0.996402E+00   0.238131E+02   0.205285E+07   0.195475E+04
   227   0.557115E+04   0.102955E+01   0.254272E+02   0.204280E+07   0.193798E+04
   228   0.556682E+04   0.106437E+01   0.270479E+02   0.203282E+07   0.192137E+04
   229   0.556190E+04   0.110095E+01   0.286735E+02   0.202292E+07   0.190490E+04
   230   0.555631E+04   0.113927E+01   0.303050E+02   0.201310E+07   0.188858E+04
   231   0.555006E+04   0.117943E+01   0.319415E+02   0.200336E+07   0.187242E+04
   232   0.554329E+04   0.122133E+01   0.335816E+02   0.199369E+07   0.185640E+04
   233   0.553592E+04   0.126520E+01   0.352238E+02   0.198410E+07   0.184053E+04
   234   0.552782E+04   0.131089E+01   0.368689E+02   0.197458E+07   0.182480E+04
   235   0.551920E+04   0.135848E+01   0.385153E+02   0.196513E+07   0.180923E+04
   236   0.550991E+04   0.140796E+01   0.401631E+02   0.195576E+07   0.179380E+04
   237   0.550003E+04   0.145942E+01   0.418109E+02   0.194646E+07   0.177851E+04
   238   0.548956E+04   0.151291E+01   0.434586E+02   0.193722E+07   0.176338E+04
   239   0.547857E+04   0.156829E+01   0.451054E+02   0.192806E+07   0.174838E+04
   240   0.546684E+04   0.162564E+01   0.467493E+02   0.191897E+07   0.173353E+04
   241   0.545466E+04   0.168510E+01   0.483908E+02   0.190994E+07   0.171883E+04
   242   0.544189E+04   0.174652E+01   0.500294E+02   0.190098E+07   0.170427E+04
   243   0.542853E+04   0.181006E+01   0.516635E+02   0.189209E+07   0.168985E+04
   244   0.541458E+04   0.187563E+01   0.532939E+02   0.188326E+07   0.167557E+04
   245   0.540003E+04   0.194331E+01   0.549176E+02   0.187450E+07   0.166144E+04
   246   0.538496E+04   0.201309E+01   0.565361E+02   0.186580E+07   0.164744E+04
   247   0.536937E+04   0.208491E+01   0.581472E+02   0.185716E+07   0.163359E+04
   248   0.535319E+04   0.215914E+01   0.597509E+02   0.184858E+07   0.161988E+04
   249   0.533656E+04   0.223524E+01   0.613464E+02   0.184007E+07   0.160630E+04
   250   0.531933E+04   0.231368E+01   0.629324E+02   0.183162E+07   0.159287E+04
   251   0.530166E+04   0.239414E+01   0.645095E+02   0.182322E+07   0.157957E+04
   252   0.528333E+04   0.247686E+01   0.660763E+02   0.181489E+07   0.156642E+04
   253   0.526469E+04   0.256160E+01   0.676312E+02   0.180661E+07   0.155339E+04
   254   0.524546E+04   0.264868E+01   0.691744E+02   0.179839E+07   0.154050E+04
   255   0.522571E+04   0.273778E+01   0.707058E+02   0.179023E+07   0.152774E+04
   256   0.520551E+04   0.282929E+01   0.722255E+02   0.178213E+07   0.151511E+04
   257   0.518487E+04   0.292276E+01   0.737252E+02   0.177408E+07   0.150261E+04
   258   0.516371E+04   0.301856E+01   0.752177E+02   0.176609E+07   0.149023E+04
   259   0.514210E+04   0.311654E+01   0.766880E+02   0.175815E+07   0.147798E+04
   260   0.512012E+04   0.321671E+01   0.781511E+02   0.175027E+07   0.146585E+04
   261   0.509763E+04   0.331898E+01   0.795846E+02   0.174245E+07   0.145384E+04
   262   0.507461E+04   0.342359E+01   0.810109E+02   0.173468E+07   0.144195E+04
   263   0.505144E+04   0.353031E+01   0.824226E+02   0.172696E+07   0.143018E+04
   264   0.502768E+04   0.363922E+01   0.838121E+02   0.171930E+07   0.141852E+04
   265   0.500340E+04   0.375023E+01   0.851722E+02   0.171169E+07   0.140697E+04
   266   0.497882E+04   0.386359E+01   0.865252E+02   0.170413E+07   0.139553E+04
   267   0.495372E+04   0.397890E+01   0.878486E+02   0.169662E+07   0.138421E+04
   268   0.492825E+04   0.409656E+01   0.891575E+02   0.168917E+07   0.137299E+04
   269   0.490226E+04   0.421625E+01   0.904444E+02   0.168176E+07   0.136188E+04
   270   0.487605E+04   0.433806E+01   0.917092E+02   0.167441E+07   0.135087E+04
   271   0.484940E+04   0.446191E+01   0.929521E+02   0.166710E+07   0.133996E+04
   272   0.482252E+04   0.458811E+01   0.941656E+02   0.165985E+07   0.132916E+04
   273   0.479519E+04   0.471604E+01   0.953646E+02   0.165265E+07   0.131845E+04
   274   0.476757E+04   0.484632E+01   0.965267E+02   0.164549E+07   0.130784E+04
   275   0.473958E+04   0.497842E+01   0.976744E+02   0.163838E+07   0.129732E+04
   276   0.471137E+04   0.511256E+01   0.987852E+02   0.163132E+07   0.128689E+04
